samp_date,field_pt_name,parameter,parameter_name,parvq,value,units,wwtp
11/17/2020,influent,PFPA,Perfluoropentanoic acid,=,130,NG/L,El Estero Water Resource Center NPDES
11/17/2020,influent,PFPA,Perfluoropentanoic acid,=,27,NG/L,El Estero Water Resource Center NPDES
11/17/2020,effluent,PFPA,Perfluoropentanoic acid,=,20,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,2.7,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFBA,Perfluorobutyric acid,=,5.8,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFHxA,Perfluorohexanoic acid,=,41,NG/L,El Estero Water Resource Center NPDES
2/17/2021,influent,PFHxA,Perfluorohexanoic acid,=,25,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,3.5,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,5.7,NG/L,El Estero Water Resource Center NPDES
2/17/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,27,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFOA,Perfluorooctanoic acid,=,8.7,NG/L,El Estero Water Resource Center NPDES
2/17/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,39,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,4,NG/L,El Estero Water Resource Center NPDES
2/17/2021,influent,PFPA,Perfluoropentanoic acid,=,25,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFPA,Perfluoropentanoic acid,=,35,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,3,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,3,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFBA,Perfluorobutyric acid,=,6.4,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFBA,Perfluorobutyric acid,=,6.4,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFHxA,Perfluorohexanoic acid,=,45,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFHxA,Perfluorohexanoic acid,=,43,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,3.7,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,3.6,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,6.2,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,6,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFOA,Perfluorooctanoic acid,=,9.4,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFOA,Perfluorooctanoic acid,=,9.1,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,4.9,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,5,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFPA,Perfluoropentanoic acid,=,42,NG/L,El Estero Water Resource Center NPDES
2/17/2021,effluent,PFPA,Perfluoropentanoic acid,=,42,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,8:2FTS,8:2 Fluorotelomer sulfonic acid,=,5,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,NETFOSAA,N-Ethyl perfluorooctane sulfonamidoacetic acid,=,4.3,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,3.8,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,3.8,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,3.5,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFBA,Perfluorobutyric acid,=,9,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFBA,Perfluorobutyric acid,=,9.6,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFBA,Perfluorobutyric acid,=,23,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFBA,Perfluorobutyric acid,=,9.7,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFBA,Perfluorobutyric acid,=,9.9,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFHxA,Perfluorohexanoic acid,=,31,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFHxA,Perfluorohexanoic acid,=,9.5,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFHxA,Perfluorohexanoic acid,=,20,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFHxA,Perfluorohexanoic acid,=,14,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFHxA,Perfluorohexanoic acid,=,33,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,4.4,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,4.4,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFHpA,Perfluoroheptanoic acid,=,4.1,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,6.6,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,13,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,6.4,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFNA,Perfluorononanoic acid,=,2.2,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFNA,Perfluorononanoic acid,=,2.3,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFNA,Perfluorononanoic acid,=,3.4,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFDA,Perfluorodecanoic acid,=,2.3,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFDA,Perfluorodecanoic acid,=,2.3,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFOA,Perfluorooctanoic acid,=,8,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFOA,Perfluorooctanoic acid,=,15,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFOA,Perfluorooctanoic acid,=,17,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFOA,Perfluorooctanoic acid,=,8.8,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFOA,Perfluorooctanoic acid,=,4.8,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,5.3,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,15,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,3.2,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,3.6,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,5.6,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFPA,Perfluoropentanoic acid,=,33,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFPA,Perfluoropentanoic acid,=,3.6,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFPA,Perfluoropentanoic acid,=,15,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFPA,Perfluoropentanoic acid,=,30,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFPA,Perfluoropentanoic acid,=,13,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFPES,Perfluoropentane sulfonoic acid,=,2,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,8:2FTS,8:2 Fluorotelomer sulfonic acid,=,3.2,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,=,5,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,NETFOSAA,N-Ethyl perfluorooctane sulfonamidoacetic acid,=,3.7,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,4.6,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,3.1,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,5.6,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFBA,Perfluorobutyric acid,=,6.5,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFBA,Perfluorobutyric acid,=,7.6,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFBA,Perfluorobutyric acid,=,8,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFBA,Perfluorobutyric acid,=,6.8,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFDS,Perfluorodecanesulfonic acid,=,3.1,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFHxA,Perfluorohexanoic acid,=,33,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFHxA,Perfluorohexanoic acid,=,15,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFHxA,Perfluorohexanoic acid,=,6.9,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFHxA,Perfluorohexanoic acid,=,30,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFHxA,Perfluorohexanoic acid,=,16,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,4.9,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFHpA,Perfluoroheptanoic acid,=,4.4,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,4.6,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,7.1,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,12,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,2,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,3,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,6.6,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFNA,Perfluorononanoic acid,=,2.5,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFNA,Perfluorononanoic acid,=,2.6,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFNA,Perfluorononanoic acid,=,3.5,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFDA,Perfluorodecanoic acid,=,2.2,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFDA,Perfluorodecanoic acid,=,2.2,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFOA,Perfluorooctanoic acid,=,4.5,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFOA,Perfluorooctanoic acid,=,8,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFOA,Perfluorooctanoic acid,=,16,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFOA,Perfluorooctanoic acid,=,13,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFOA,Perfluorooctanoic acid,=,6.5,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,4.6,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,5.9,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,18,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,6.2,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,3.6,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFPA,Perfluoropentanoic acid,=,40,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFPA,Perfluoropentanoic acid,=,17,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFPA,Perfluoropentanoic acid,=,4.2,NG/L,El Estero Water Resource Center NPDES
5/5/2021,effluent,PFPA,Perfluoropentanoic acid,=,31,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFPA,Perfluoropentanoic acid,=,17,NG/L,El Estero Water Resource Center NPDES
5/5/2021,influent,PFPES,Perfluoropentane sulfonoic acid,=,2.1,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,=,6.7,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,NETFOSAA,N-Ethyl perfluorooctane sulfonamidoacetic acid,=,4.1,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,NMEFOSAA,N-Methyl perfluorooctane sulfonamidoacetic acid,=,3.2,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,2,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,4.2,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,3,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,3.3,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFBA,Perfluorobutyric acid,=,9.1,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFBA,Perfluorobutyric acid,=,7,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFBA,Perfluorobutyric acid,=,5,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFBA,Perfluorobutyric acid,=,6.8,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFDS,Perfluorodecanesulfonic acid,=,5,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFDS,Perfluorodecanesulfonic acid,=,3.1,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFDS,Perfluorodecanesulfonic acid,=,3.7,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFHxA,Perfluorohexanoic acid,=,11,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFHxA,Perfluorohexanoic acid,=,35,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFHxA,Perfluorohexanoic acid,=,8.7,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFHxA,Perfluorohexanoic acid,=,29,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFHxA,Perfluorohexanoic acid,=,9.4,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,3.8,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,3.6,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFHpA,Perfluoroheptanoic acid,=,2.3,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFHpA,Perfluoroheptanoic acid,=,2.3,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,2.8,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,3.2,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,2.2,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,17,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,5.2,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFDA,Perfluorodecanoic acid,=,3.2,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFDA,Perfluorodecanoic acid,=,1.8,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFOA,Perfluorooctanoic acid,=,8.1,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFOA,Perfluorooctanoic acid,=,8.3,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFOA,Perfluorooctanoic acid,=,6.1,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFOA,Perfluorooctanoic acid,=,4.5,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFOA,Perfluorooctanoic acid,=,8.6,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,9.8,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,17,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,4.4,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,4.4,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,15,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFPA,Perfluoropentanoic acid,=,5.3,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFPA,Perfluoropentanoic acid,=,6.8,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFPA,Perfluoropentanoic acid,=,7.7,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFPA,Perfluoropentanoic acid,=,45,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFPA,Perfluoropentanoic acid,=,45,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,ETFOSA,N-Ethyl perfluorooctane sulfonamide,=,23,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,=,4,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,NETFOSAA,N-Ethyl perfluorooctane sulfonamidoacetic acid,=,3.8,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,NMEFOSAA,N-Methyl perfluorooctane sulfonamidoacetic acid,=,3.6,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,2.2,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,3.3,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,4,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,3.3,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,1.9,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFBA,Perfluorobutyric acid,=,10,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFBA,Perfluorobutyric acid,=,5.8,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFBA,Perfluorobutyric acid,=,7.5,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFBA,Perfluorobutyric acid,=,9.6,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFBA,Perfluorobutyric acid,=,7.1,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFDS,Perfluorodecanesulfonic acid,=,2.4,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFDS,Perfluorodecanesulfonic acid,=,2.4,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFDS,Perfluorodecanesulfonic acid,=,2.7,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFHxA,Perfluorohexanoic acid,=,27,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFHxA,Perfluorohexanoic acid,=,28,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFHxA,Perfluorohexanoic acid,=,7.3,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFHxA,Perfluorohexanoic acid,=,8.7,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFHxA,Perfluorohexanoic acid,=,11,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,3.3,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFHpA,Perfluoroheptanoic acid,=,2.2,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFHpA,Perfluoroheptanoic acid,=,2.6,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFHpA,Perfluoroheptanoic acid,=,2.1,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,3.1,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,3.2,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,21,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,2.8,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,5.8,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFDA,Perfluorodecanoic acid,=,3,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFOA,Perfluorooctanoic acid,=,7.4,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFOA,Perfluorooctanoic acid,=,5.2,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFOA,Perfluorooctanoic acid,=,7.3,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFOA,Perfluorooctanoic acid,=,4.9,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFOA,Perfluorooctanoic acid,=,8.2,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,13,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,3.8,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,3.7,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,4.8,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,7,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFPA,Perfluoropentanoic acid,=,4.9,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFPA,Perfluoropentanoic acid,=,43,NG/L,El Estero Water Resource Center NPDES
9/22/2021,effluent,PFPA,Perfluoropentanoic acid,=,43,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFPA,Perfluoropentanoic acid,=,4.6,NG/L,El Estero Water Resource Center NPDES
9/22/2021,influent,PFPA,Perfluoropentanoic acid,=,7.9,NG/L,El Estero Water Resource Center NPDES
1/12/2021,effluent,PFHxA,Perfluorohexanoic acid,=,29,NG/L,South Bay WRP
1/12/2021,effluent,PFHxA,Perfluorohexanoic acid,=,29,NG/L,South Bay WRP
1/12/2021,influent,PFHxA,Perfluorohexanoic acid,=,160,NG/L,South Bay WRP
1/12/2021,influent,PFHxA,Perfluorohexanoic acid,=,160,NG/L,South Bay WRP
1/12/2021,influent,PFPA,Perfluoropentanoic acid,=,230,NG/L,South Bay WRP
1/12/2021,influent,PFPA,Perfluoropentanoic acid,=,230,NG/L,South Bay WRP
10/1/2020,influent,PFBS,Perfluorobutanesulfonic acid,=,23,NG/L,South Bay WRP
10/1/2020,effluent,PFBS,Perfluorobutanesulfonic acid,=,31,NG/L,South Bay WRP
10/1/2020,effluent,PFBS,Perfluorobutanesulfonic acid,=,31,NG/L,South Bay WRP
10/1/2020,influent,PFBS,Perfluorobutanesulfonic acid,=,23,NG/L,South Bay WRP
10/1/2020,influent,PFBA,Perfluorobutyric acid,=,9.8,NG/L,South Bay WRP
10/1/2020,effluent,PFBA,Perfluorobutyric acid,=,10,NG/L,South Bay WRP
10/1/2020,influent,PFBA,Perfluorobutyric acid,=,9.8,NG/L,South Bay WRP
10/1/2020,effluent,PFBA,Perfluorobutyric acid,=,10,NG/L,South Bay WRP
10/1/2020,influent,PFHxA,Perfluorohexanoic acid,=,38,NG/L,South Bay WRP
10/1/2020,effluent,PFHxA,Perfluorohexanoic acid,=,39,NG/L,South Bay WRP
10/1/2020,effluent,PFHxA,Perfluorohexanoic acid,=,39,NG/L,South Bay WRP
10/1/2020,influent,PFHxA,Perfluorohexanoic acid,=,38,NG/L,South Bay WRP
10/1/2020,influent,PFOA,Perfluorooctanoic acid,=,13,NG/L,South Bay WRP
10/1/2020,effluent,PFOA,Perfluorooctanoic acid,=,15,NG/L,South Bay WRP
10/1/2020,influent,PFOA,Perfluorooctanoic acid,=,13,NG/L,South Bay WRP
10/1/2020,effluent,PFOA,Perfluorooctanoic acid,=,15,NG/L,South Bay WRP
10/1/2020,influent,PFOS,Perfluorooctane sulfonic acid,=,6.5,NG/L,South Bay WRP
10/1/2020,effluent,PFOS,Perfluorooctane sulfonic acid,=,6.5,NG/L,South Bay WRP
10/1/2020,influent,PFOS,Perfluorooctane sulfonic acid,=,6.5,NG/L,South Bay WRP
10/1/2020,effluent,PFOS,Perfluorooctane sulfonic acid,=,6.5,NG/L,South Bay WRP
10/1/2020,influent,PFPA,Perfluoropentanoic acid,=,46,NG/L,South Bay WRP
10/1/2020,effluent,PFPA,Perfluoropentanoic acid,=,49,NG/L,South Bay WRP
10/1/2020,influent,PFPA,Perfluoropentanoic acid,=,46,NG/L,South Bay WRP
10/1/2020,effluent,PFPA,Perfluoropentanoic acid,=,49,NG/L,South Bay WRP
4/22/2021,effluent,PFBA,Perfluorobutyric acid,=,48,NG/L,South Bay WRP
4/22/2021,influent,PFBA,Perfluorobutyric acid,=,25,NG/L,South Bay WRP
4/22/2021,influent,PFBA,Perfluorobutyric acid,=,25,NG/L,South Bay WRP
4/22/2021,effluent,PFBA,Perfluorobutyric acid,=,48,NG/L,South Bay WRP
4/22/2021,influent,PFBA,Perfluorobutyric acid,=,25,NG/L,South Bay WRP
4/22/2021,effluent,PFHxA,Perfluorohexanoic acid,=,47,NG/L,South Bay WRP
4/22/2021,influent,PFHxA,Perfluorohexanoic acid,=,39,NG/L,South Bay WRP
4/22/2021,influent,PFHxA,Perfluorohexanoic acid,=,39,NG/L,South Bay WRP
4/22/2021,effluent,PFHxA,Perfluorohexanoic acid,=,47,NG/L,South Bay WRP
4/22/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,5.4,NG/L,South Bay WRP
4/22/2021,influent,PFHpA,Perfluoroheptanoic acid,=,3.5,NG/L,South Bay WRP
4/22/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,5.4,NG/L,South Bay WRP
4/22/2021,influent,PFHpS,Perfluoroheptanesulfonic acid,=,32,NG/L,South Bay WRP
